[Tue Sep 15 11:20:32.221997 2015] [authz_core:error] [pid 3230:tid 3062889280] [client 127.0.0.1:47107] AH01630: client denied by server configuration: /home/doctor_lapt/Sites/MyBlog/index.php
[Tue Sep 15 11:20:33.057004 2015] [authz_core:error] [pid 3230:tid 3054496576] [client 127.0.0.1:47107] AH01630: client denied by server configuration: /home/doctor_lapt/Sites/MyBlog/index.php
[Tue Sep 15 11:20:33.510099 2015] [authz_core:error] [pid 3230:tid 3046103872] [client 127.0.0.1:47107] AH01630: client denied by server configuration: /home/doctor_lapt/Sites/MyBlog/index.php
[Tue Sep 15 11:20:38.194339 2015] [authz_core:error] [pid 3230:tid 3037711168] [client 127.0.0.1:47107] AH01630: client denied by server configuration: /home/doctor_lapt/Sites/MyBlog/
[Tue Sep 15 11:20:39.616765 2015] [authz_core:error] [pid 3230:tid 3029318464] [client 127.0.0.1:47107] AH01630: client denied by server configuration: /home/doctor_lapt/Sites/MyBlog/
[Tue Sep 15 11:23:15.174982 2015] [authz_core:error] [pid 3323:tid 3020925760] [client 127.0.0.1:47204] AH01630: client denied by server configuration: /home/doctor_lapt/Sites/MyBlog/
[Tue Sep 15 11:23:15.959880 2015] [authz_core:error] [pid 3323:tid 3012533056] [client 127.0.0.1:47204] AH01630: client denied by server configuration: /home/doctor_lapt/Sites/MyBlog/
[Tue Sep 15 11:23:16.566586 2015] [authz_core:error] [pid 3323:tid 3004140352] [client 127.0.0.1:47204] AH01630: client denied by server configuration: /home/doctor_lapt/Sites/MyBlog/
[Tue Sep 15 11:23:17.263846 2015] [authz_core:error] [pid 3323:tid 2995747648] [client 127.0.0.1:47204] AH01630: client denied by server configuration: /home/doctor_lapt/Sites/MyBlog/
[Wed Sep 16 17:16:53.623781 2015] [:error] [pid 5587] [client 127.0.0.1:41524] PHP Notice:  Undefined variable: dbHost in /home/doctor_lapt/Sites/MyBlog/index.php on line 20
[Thu Sep 17 14:43:46.767071 2015] [:error] [pid 3230] [client 127.0.0.1:54819] PHP Parse error:  syntax error, unexpected '\xd0\x90\xd0\xb4\xd0\xbc\xd0\xb8\xd0\xbd\xd0\xb8\xd1\x81\xd1\x82\xd1\x80\xd0\xb0\xd1\x82\xd0\xbe\xd1\x80' (T_STRING) in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 26
[Thu Sep 17 14:44:47.557856 2015] [:error] [pid 3228] [client 127.0.0.1:54820] PHP Parse error:  syntax error, unexpected '\xd0\x90\xd0\xb4\xd0\xbc\xd0\xb8\xd0\xbd\xd0\xb8\xd1\x81\xd1\x82\xd1\x80\xd0\xb0\xd1\x82\xd0\xbe\xd1\x80' (T_STRING) in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 26
[Thu Sep 17 14:46:08.932197 2015] [:error] [pid 3231] [client 127.0.0.1:54822] PHP Parse error:  syntax error, unexpected '\xd0\x90\xd0\xb4\xd0\xbc\xd0\xb8\xd0\xbd\xd0\xb8\xd1\x81\xd1\x82\xd1\x80\xd0\xb0\xd1\x82\xd0\xbe\xd1\x80' (T_STRING) in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 23
[Thu Sep 17 16:42:12.200081 2015] [:error] [pid 5524] [client 127.0.0.1:55632] PHP Parse error:  syntax error, unexpected '<' in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 43
[Thu Sep 17 16:42:14.082850 2015] [:error] [pid 5523] [client 127.0.0.1:55633] PHP Parse error:  syntax error, unexpected '<' in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 43
[Thu Sep 17 16:42:27.070278 2015] [:error] [pid 5531] [client 127.0.0.1:55634] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 54
[Thu Sep 17 16:42:27.906892 2015] [:error] [pid 5522] [client 127.0.0.1:55635] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 54
[Thu Sep 17 16:42:28.813866 2015] [:error] [pid 5529] [client 127.0.0.1:55636] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 54
[Thu Sep 17 16:42:29.702146 2015] [:error] [pid 5530] [client 127.0.0.1:55637] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 54
[Thu Sep 17 16:42:30.608450 2015] [:error] [pid 5526] [client 127.0.0.1:55638] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 54
[Thu Sep 17 16:42:55.737577 2015] [:error] [pid 5532] [client 127.0.0.1:55639] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 54
[Thu Sep 17 16:42:56.773931 2015] [:error] [pid 5528] [client 127.0.0.1:55640] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 54
[Thu Sep 17 16:44:21.513757 2015] [:error] [pid 5525] [client 127.0.0.1:55654] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 54
[Thu Sep 17 16:45:38.863016 2015] [:error] [pid 5524] [client 127.0.0.1:55655] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 49
[Thu Sep 17 16:46:14.273595 2015] [:error] [pid 5523] [client 127.0.0.1:55656] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 50
[Thu Sep 17 16:46:24.319123 2015] [:error] [pid 5531] [client 127.0.0.1:55657] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 50
[Thu Sep 17 16:46:25.359699 2015] [:error] [pid 5531] [client 127.0.0.1:55657] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 50
[Thu Sep 17 16:46:43.397689 2015] [:error] [pid 5522] [client 127.0.0.1:55658] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 50
[Thu Sep 17 16:46:44.405706 2015] [:error] [pid 5522] [client 127.0.0.1:55658] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 50
[Thu Sep 17 16:46:45.350986 2015] [:error] [pid 5522] [client 127.0.0.1:55658] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 50
[Thu Sep 17 16:47:50.203386 2015] [:error] [pid 5529] [client 127.0.0.1:55659] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 70
[Thu Sep 17 16:47:51.152153 2015] [:error] [pid 5529] [client 127.0.0.1:55659] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 70
[Thu Sep 17 16:49:37.815553 2015] [:error] [pid 5526] [client 127.0.0.1:55663] PHP Parse error:  syntax error, unexpected end of file in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 44
[Thu Sep 17 16:49:56.992356 2015] [:error] [pid 5532] [client 127.0.0.1:55665] PHP Notice:  Undefined variable: result_set in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 36
[Thu Sep 17 16:49:56.992431 2015] [:error] [pid 5532] [client 127.0.0.1:55665] PHP Fatal error:  Call to a member function fetch_assoc() on null in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 36
[Thu Sep 17 16:52:11.886497 2015] [:error] [pid 5528] [client 127.0.0.1:55668] PHP Notice:  Undefined variable: result_set in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 43
[Thu Sep 17 16:52:11.886592 2015] [:error] [pid 5528] [client 127.0.0.1:55668] PHP Fatal error:  Call to a member function fetch_assoc() on null in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 43
[Thu Sep 17 16:52:12.996709 2015] [:error] [pid 5528] [client 127.0.0.1:55668] PHP Notice:  Undefined variable: result_set in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 43
[Thu Sep 17 16:52:12.996823 2015] [:error] [pid 5528] [client 127.0.0.1:55668] PHP Fatal error:  Call to a member function fetch_assoc() on null in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 43
[Thu Sep 17 16:53:09.288591 2015] [:error] [pid 5524] [client 127.0.0.1:55669] PHP Notice:  Undefined variable: result_set in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 43
[Thu Sep 17 16:53:09.288713 2015] [:error] [pid 5524] [client 127.0.0.1:55669] PHP Fatal error:  Call to a member function fetch_assoc() on null in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 43
[Thu Sep 17 16:53:45.288326 2015] [:error] [pid 5523] [client 127.0.0.1:55670] PHP Notice:  Undefined variable: result_set in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 43
[Thu Sep 17 16:53:45.288437 2015] [:error] [pid 5523] [client 127.0.0.1:55670] PHP Fatal error:  Call to a member function fetch_assoc() on null in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 43
[Thu Sep 17 16:56:47.181025 2015] [:error] [pid 5522] [client 127.0.0.1:55694] PHP Parse error:  syntax error, unexpected '<' in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 45
[Thu Sep 17 17:03:24.182964 2015] [:error] [pid 5526] [client 127.0.0.1:55720] PHP Parse error:  syntax error, unexpected '<' in /home/doctor_lapt/Sites/MyBlog/MySqlInterface.php on line 48
